CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
DON BOSCO;3500;62;68900;1111.3;4;0;CONTRAFRENTE;;;1;;PATIO;ALMAGRO;5;-58.414094086081455;-34.611429055275096
DON BOSCO;3700;43;54900;1276.7;3;8;CONTRAFRENTE;;;;SI;;ALMAGRO;5;-58.416848379454748;-34.612109029353512
DON BOSCO;3800;75;76500;1020.0;4;0;CONTRAFRENTE;;;;SI;PATIO;ALMAGRO;5;-58.417914557843723;-34.612372172598121
DON BOSCO;3800;57;62000;1087.7;4;0;FRENTE;;SI;;;;ALMAGRO;5;-58.417914557843723;-34.612372172598121
DON BOSCO;3900;50;51500;1030.0;3;0;CONTRAFRENTE;;;;;BALCON;ALMAGRO;5;-58.419224681258839;-34.612695561061891
DON BOSCO;4100;57;56500;991.2;3;0;FRENTE;;SI;;SI;BALCON;ALMAGRO;5;-58.422021695093989;-34.613260150480848
DON PEDRO DE MENDOZA;1700;62;38000;612.9;4;0;FRENTE;;;;;BALCON;BOCA;4;-58.358441469003488;-34.639081436547379
DON PEDRO DE MENDOZA;1700;56;42000;750.0;3;40;FRENTE;;SI;;SI;BALCON;BOCA;4;-58.358441469003488;-34.639081436547379
DONADO;1700;75;65000;866.7;3;0;;;;1;SI;PATIO;VILLA ORTUZAR;15;-58.470661850529325;-34.577777448397718
DONADO;2200;51;58500;1147.1;3;30;CONTRAFRENTE;;;;SI;;VILLA URQUIZA;12;-58.474913639998519;-34.572795036147255
DONADO;2400;36;63500;1763.9;3;25;FRENTE;SI;;1;SI;TERRAZA;VILLA URQUIZA;12;-58.476449703433218;-34.570988563751158
DONIZETTI;41;72;49900;693.1;4;20;CONTRAFRENTE;SI;;2;SI;BALCON;VILLA LURO;10;-58.496251115445048;-34.637769039671021
DONIZETTI;100;86;55000;639.5;4;0;;;;2;SI;BALCON;VILLA LURO;10;-58.496712098596511;-34.637088133637043
DONIZETTI;100;62;49500;798.4;3;15;FRENTE;;;;SI;BALCON;VILLA LURO;10;-58.496712098596511;-34.637088133637043
DONIZETTI;100;77;52000;675.3;3;12;;;;;SI;BALCON;VILLA LURO;10;-58.496712098596511;-34.637088133637043
DONIZETTI;100;68;53900;792.6;3;23;;;;;SI;BALCON;VILLA LURO;10;-58.496712098596511;-34.637088133637043
DORREGO;800;46;65000;1413.0;2;5;;;SI;1;SI;BALCON;CHACARITA;15;-58.447745178132074;-34.591634728095933
DORREGO;800;58;78000;1344.8;3;0;FRENTE;;;2;SI;BALCON;CHACARITA;15;-58.447745178132074;-34.591634728095933
DORREGO;2200;95;139000;1463.2;5;80;;;;2;SI;TERRAZA;PALERMO;14;-58.439813372426087;-34.578633639123566
DORREGO;2600;71;94000;1323.9;4;0;CONTRAFRENTE;;;2;SI;;PALERMO;14;-58.435474128744993;-34.574839944328296
DORREGO;2600;54;55500;1027.8;2;20;FRENTE;;;;SI;BALCON;PALERMO;14;-58.435474128744993;-34.574839944328296
DORREGO;2700;70;100000;1428.6;0;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.432850759423012;-34.574127282023696
DORREGO;2700;60;100000;1666.7;3;6;FRENTE;;;;;BALCON;PALERMO;14;-58.432850759423012;-34.574127282023696
DORREGO;2700;85;97100;1142.4;0;0;FRENTE;;;;;BALCON;PALERMO;14;-58.432850759423012;-34.574127282023696
DORREGO;2700;87;97000;1114.9;4;30;;;SI;2;SI;PATIO;PALERMO;14;-58.432850759423012;-34.574127282023696
DRAGO, LUIS MARIA;100;50;58000;1160.0;2;40;FRENTE;;;1;SI;;VILLA CRESPO;15;-58.435034776681412;-34.603476209440977
DRAGO, LUIS MARIA;100;55;62000;1127.3;3;22;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.435034776681412;-34.603476209440977
DRAGO, LUIS MARIA;100;111;110000;991.0;0;0;;;;;;;VILLA CRESPO;15;-58.435034776681412;-34.603476209440977
DRAGO, LUIS MARIA;200;55;65000;1181.8;3;25;CONTRAFRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.435562363121711;-34.602942483222108
DRAGO, LUIS MARIA;300;100;99000;990.0;4;0;;;;;;BALCON;VILLA CRESPO;15;-58.436370716367094;-34.602124526201706
DRAGO, LUIS MARIA;400;78;68000;871.8;3;0;FRENTE;;;;;BALCON;VILLA CRESPO;15;-58.437182031704069;-34.601303596517148
DUMONT, SANTOS;2300;55;79112;1438.4;2;A ESTRENAR;;SI;SI;1;SI;BALCON TERRAZA;PALERMO;14;-58.438389544696932;-34.573292727846727
DUMONT, SANTOS;2700;62;56000;903.2;0;0;FRENTE;;;;;;PALERMO;14;-58.44041646412871;-34.575110591521359
DUMONT, SANTOS;2700;60;59500;991.7;3;12;CONTRAFRENTE;;;;SI;BALCON;PALERMO;14;-58.44041646412871;-34.575110591521359
DUMONT, SANTOS;3300;65;68000;1046.2;3;0;FRENTE;;;;SI;BALCON TERRAZA;COLEGIALES;13;-58.446254038413876;-34.580714139445284
DUMONT, SANTOS;3400;100;130000;1300.0;3;5;FRENTE;;;;SI;BALCON;COLEGIALES;13;-58.44692573238688;-34.582054044685655
DUMONT, SANTOS;3454;106;146500;1382.1;3;0;;;;2;SI;;CHACARITA;15;-58.447232832989435;-34.582745700468351
ECHEVERRIA;1400;86;99500;1157.0;3;35;CONTRAFRENTE;;;1;SI;BALCON TERRAZA;BELGRANO;13;-58.44483553321129;-34.556252277606248
ECHEVERRIA;1500;47;62000;1319.1;3;40;;;;;SI;;BELGRANO;13;-58.445953360561688;-34.55692084440421
ECHEVERRIA;1800;190;265000;1394.7;6;30;;;SI;2;SI;BALCON TERRAZA;BELGRANO;13;-58.449515499260862;-34.55904982400768
ECHEVERRIA;1900;115;149000;1295.7;0;0;FRENTE;;;;;BALCON;BELGRANO;13;-58.45046596775704;-34.55961410192846
ECHEVERRIA;2200;115;147000;1278.3;4;0;CONTRAFRENTE;;;3;SI;BALCON;BELGRANO;13;-58.453158092953373;-34.56121240829728
ECHEVERRIA;2619;75;74000;986.7;0;0;;SI;;;;PATIO;BELGRANO;13;-58.458367633837156;-34.564620877875377
ECHEVERRIA;3000;65;77900;1198.5;3;0;;;;1;;BALCON;BELGRANO;13;-58.460608770048715;-34.56560582558145
ECHEVERRIA;3100;72;81000;1125.0;3;A ESTRENAR;;;;1;SI;;BELGRANO;13;-58.461614326892359;-34.566196543545658
ECHEVERRIA;4600;70;77000;1100.0;3;25;FRENTE;;;;SI;BALCON;VILLA URQUIZA;12;-58.476274647387299;-34.574790401409899
ECHEVERRIA;5100;78;105000;1346.2;3;A ESTRENAR;CONTRAFRENTE;;;2;SI;BALCON;VILLA URQUIZA;12;-58.48182359080014;-34.579533826428509
ECHEVERRIA;5200;73;82000;1123.3;4;5;CONTRAFRENTE;;;2;SI;BALCON TERRAZA;VILLA URQUIZA;12;-58.482829129570995;-34.58010560865808
ECHEVERRIA;5200;74;75000;1013.5;3;35;CONTRAFRENTE;;;1;SI;BALCON;VILLA URQUIZA;12;-58.482829129570995;-34.58010560865808
ECHEVERRIA;5000;60;65000;1083.3;0;0;FRENTE;;;;;;VILLA URQUIZA;12;-58.479962230556225;-34.578462303825162
ECUADOR;200;84;80000;952.4;3;0;;;;2;SI;BALCON TERRAZA;BALVANERA;3;-58.409114309761982;-34.607892357033769
ECUADOR;300;76;68900;906.6;3;0;;;;;;BALCON;BALVANERA;3;-58.408895960574711;-34.606645254670681
ECUADOR;500;59;53500;906.8;3;12;FRENTE;;;;;;BALVANERA;3;-58.407971211618992;-34.604226237843676
ECUADOR;500;56;68000;1214.3;3;25;FRENTE;;;;SI;BALCON;BALVANERA;3;-58.407971211618992;-34.604226237843676
ECUADOR;1100;75;79900;1065.3;4;0;;;;2;;;RECOLETA;2;-58.405335877803587;-34.59719477883209
ECUADOR;1200;112;159000;1419.6;3;1;FRENTE;;SI;2;SI;;RECOLETA;2;-58.404735899234716;-34.596026603248802
ECUADOR;1400;63;100000;1587.3;3;0;;;;2;SI;;RECOLETA;2;-58.403771255468058;-34.594039746928125
ECUADOR;1500;75;89500;1193.3;3;0;CONTRAFRENTE;;;2;;;RECOLETA;2;-58.403201630584462;-34.592866207306727
ECUADOR;1500;95;115000;1210.5;0;0;;;;;;TERRAZA;RECOLETA;2;-58.403201630584462;-34.592866207306727
EL LAZO;3100;45;80000;1777.8;2;10;;;;;;BALCON;PALERMO;14;-58.409806132273836;-34.580994728529873
EL PROFETA DE LA PAMPA;4500;60;47000;783.3;3;25;CONTRAFRENTE;;;;SI;BALCON;PARQUE AVELLANEDA;9;-58.476906482312941;-34.652451787930794
EL SALVADOR;3888;93;115000;1236.6;3;A ESTRENAR;;;;;;TERRAZA;PALERMO;14;-58.417777114886491;-34.592904325665685
EL SALVADOR;3900;67;78000;1164.2;2;0;;;;;;;PALERMO;14;-58.418004635316002;-34.592907735294538
EL SALVADOR;4600;98;132000;1346.9;3;15;FRENTE;;;2;SI;;PALERMO;14;-58.426126538844386;-34.59024025872133
EL SALVADOR;4700;90;127000;1411.1;3;12;FRENTE;;;2;SI;;PALERMO;14;-58.427255686080265;-34.589487834040966
ELCANO;2956;66;83000;1257.6;3;25;FRENTE;;SI;1;SI;BALCON;COLEGIALES;13;-58.458086688763636;-34.570204270433415
ELCANO;3000;56;65000;1160.7;3;30;FRENTE;;;;SI;;COLEGIALES;13;-58.45787940284572;-34.56974317237232
ELCANO;3000;63;72000;1142.9;3;0;;;;;;PATIO;COLEGIALES;13;-58.45787940284572;-34.56974317237232
EMPEDRADO;2400;90;65500;727.8;3;5;FRENTE;;;;SI;BALCON;VILLA DEL PARQUE;11;-58.481848067122613;-34.600791283821053
ENSENADA;100;55;55000;1000.0;3;20;FRENTE;;;;SI;BALCON;FLORESTA;10;-58.478179724730936;-34.634340751607219
ENTRE RIOS;300;65;54000;830.8;3;0;FRENTE;;;;;BALCON;BALVANERA;3;-58.391957832092885;-34.611509877633736
ENTRE RIOS;600;68;86000;1264.7;3;0;CONTRAFRENTE;SI;;1;SI;BALCON;BALVANERA;3;-58.391840067100546;-34.614927066741117
ENTRE RIOS;600;139;117000;841.7;3;30;FRENTE;;;;SI;BALCON;BALVANERA;3;-58.391840067100546;-34.614927066741117
ENTRE RIOS;800;90;92000;1022.2;3;0;CONTRAFRENTE;SI;;;;;BALVANERA;3;-58.391839271678514;-34.616908819226779
ENTRE RIOS;1000;39;38500;987.2;2;40;CONTRAFRENTE;;;;;BALCON;SAN CRISTOBAL;3;-58.391828353985602;-34.619141566008487
ENTRE RIOS;1200;117;82000;700.9;4;0;FRENTE;;;;;;SAN CRISTOBAL;3;-58.391715482895364;-34.62159548398818
ENTRE RIOS;1400;121;59000;487.6;5;0;FRENTE;;;;;TERRAZA;SAN CRISTOBAL;3;-58.391593720889723;-34.624006465460241
ENTRE RIOS;1600;80;64000;800.0;3;0;FRENTE;;;;SI;;SAN CRISTOBAL;3;-58.39140490260138;-34.626349074808033
ENTRE RIOS;1700;55;50000;909.1;3;0;FRENTE;SI;;;SI;BALCON;PARQUE PATRICIOS;4;-58.391329965049287;-34.627289397437245
ENTRE RIOS;1800;100;72900;729.0;3;0;FRENTE;;;2;;BALCON;PARQUE PATRICIOS;4;-58.391220859831826;-34.628241085589039
ENTRE RIOS;2100;100;65000;650.0;0;0;;;;;;;PARQUE PATRICIOS;4;-58.39082261599458;-34.631565191719503
ENTRE RIOS;2140;57;63000;1105.3;3;32;CONTRAFRENTE;SI;SI;1;SI;;PARQUE PATRICIOS;4;-58.390583954002999;-34.633564051727795
ERCILLA;5600;60;44000;733.3;3;30;FRENTE;;;;SI;BALCON;VILLA LURO;10;-58.505035127938456;-34.64245351128362
ERCILLA;5700;67;54000;806.0;3;0;;;;;SI;BALCON;LINIERS;9;-58.505799399637489;-34.643141006307317
ESCALADA;2557;71;35000;493.0;4;0;;;;;;;PARQUE AVELLANEDA;9;-58.473911986669378;-34.66155048226544
ESCALADA;4200;63;42000;666.7;4;8;;;SI;;;;VILLA SOLDATI;8;-58.458344446394761;-34.673912879293191
ESCALADA;4200;54;36000;666.7;3;0;;;SI;;;;VILLA SOLDATI;8;-58.458344446394761;-34.673912879293191
ESCALADA;5100;61;51000;836.1;3;0;;;;;;BALCON;VILLA SOLDATI;8;-58.447383574420527;-34.682493834253258
ESCALADA DE SAN MARTIN, R.;1063;66;79000;1197.0;3;0;;;;;;;VILLA CRESPO;15;-58.456584874685198;-34.604350164530146
ESCALADA DE SAN MARTIN, R.;2700;63;73000;1158.7;3;4;FRENTE;;;2;SI;BALCON;VILLA GRAL. MITRE;11;-58.475545423494943;-34.614179524291572
ESCALADA DE SAN MARTIN, R.;2700;60;56000;933.3;3;0;FRENTE;;;;;BALCON;VILLA GRAL. MITRE;11;-58.475545423494943;-34.614179524291572
ESCALADA DE SAN MARTIN, R.;2900;46;54000;1173.9;3;30;FRENTE;;;;SI;BALCON;VILLA SANTA RITA;11;-58.478127461521282;-34.615544601881325
ESCOBAR;2300;98;75000;765.3;3;40;;;;;SI;;VILLA PUEYRREDON;12;-58.502317814758904;-34.574082328934715
ESMERALDA;300;41;53000;1292.7;2;50;;;;1;;;SAN NICOLAS;1;-58.378168602884081;-34.604773126865943
ESMERALDA;500;73;73000;1000.0;0;0;;;;;;;SAN NICOLAS;1;-58.378277856995751;-34.602388539378055
ESMERALDA;500;62;69000;1112.9;3;70;FRENTE;;;;;BALCON;SAN NICOLAS;1;-58.378277856995751;-34.602388539378055
ESMERALDA;600;30;33000;1100.0;1;30;;;SI;;;;SAN NICOLAS;1;-58.378338284245906;-34.601255386847598
ESMERALDA;625;25;35000;1400.0;1;55;CONTRAFRENTE;;;1;;;SAN NICOLAS;1;-58.378022310570728;-34.600923826989721
ESMERALDA;700;73;86000;1178.1;3;0;FRENTE;;;2;;;SAN NICOLAS;1;-58.378371202596909;-34.600085274946181
ESMERALDA;800;33;55000;1666.7;2;35;;;;1;;;SAN NICOLAS;1;-58.378441993515004;-34.59892138398294
ESMERALDA;800;32;54000;1687.5;1;0;FRENTE;;;1;;;SAN NICOLAS;1;-58.378441993515004;-34.59892138398294
ESMERALDA;1300;50;63800;1276.0;0;0;;SI;;;;;RETIRO;1;-58.378744281183494;-34.592893711544747
ESPINOSA;400;62;62500;1008.1;3;11;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.448275940371808;-34.617756177282466
ESPINOSA;400;65;63000;969.2;3;0;;;;;;;CABALLITO;6;-58.448275940371808;-34.617756177282466
ESPINOSA;1869;38;39900;1050.0;2;0;CONTRAFRENTE;;;;SI;;VILLA CRESPO;15;-58.457580496182942;-34.602973831329948
ESTADO DE ISRAEL;4300;60;58000;966.7;3;30;FRENTE;;;;;BALCON;ALMAGRO;5;-58.426410724342013;-34.598032787481195
ESTADO DE ISRAEL;4500;75;85000;1133.3;3;35;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.429066052791775;-34.599069691259317
ESTADO DE ISRAEL;4524;40;32500;812.5;2;0;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.42907425059618;-34.599074787995477
ESTADO DE ISRAEL;4600;37;39800;1075.7;2;25;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.430017596513572;-34.599851145008962
ESTADO DE ISRAEL;4600;70;74900;1070.0;3;0;FRENTE;;;2;;BALCON;ALMAGRO;5;-58.430017596513572;-34.599851145008962
ESTADO DE ISRAEL;4600;45;50000;1111.1;3;0;;;SI;;;;ALMAGRO;5;-58.430017596513572;-34.599851145008962
ESTADO DE ISRAEL;4600;53;56000;1056.6;3;30;CONTRAFRENTE;;;;SI;;ALMAGRO;5;-58.430017596513572;-34.599851145008962
ESTADO DE ISRAEL;4700;109;105000;963.3;4;0;;;SI;;;;ALMAGRO;5;-58.43088691082017;-34.600807150645025
ESTADOS UNIDOS;1432;70;55900;798.6;4;60;;;;;;PATIO;CONSTITUCION;1;-58.386940927106394;-34.618621836509838
ESTADOS UNIDOS;1500;74;50000;675.7;3;0;;;;;SI;;CONSTITUCION;1;-58.385882759490869;-34.618550168053041
ESTADOS UNIDOS;1500;100;55000;550.0;0;0;;;;;;TERRAZA;CONSTITUCION;1;-58.385882759490869;-34.618550168053041
ESTADOS UNIDOS;2300;82;78500;957.3;4;0;;;SI;;;;SAN CRISTOBAL;3;-58.39748286415373;-34.619466609750454
ESTADOS UNIDOS;2521;59;55000;932.2;3;35;CONTRAFRENTE;;SI;;SI;BALCON;SAN CRISTOBAL;3;-58.401859145558952;-34.619910532319928
ESTADOS UNIDOS;2521;42;41900;997.6;2;35;;;SI;;SI;;SAN CRISTOBAL;3;-58.401859145558952;-34.619910532319928
ESTEVEZ, JOSE, ING.;2700;90;95000;1055.6;4;30;;;;;;BALCON TERRAZA;VILLA SOLDATI;8;-58.432478623278499;-34.658560240607699
ESTOMBA;400;80;63500;793.8;4;40;;;;1;SI;BALCON TERRAZA;VILLA ORTUZAR;15;-58.468089867011514;-34.587897592117457
ESTOMBA;1000;60;71000;1183.3;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA ORTUZAR;15;-58.464641300789324;-34.582806494945117
ESTOMBA;1500;178;130000;730.3;0;A ESTRENAR;;;SI;2;SI;BALCON TERRAZA;VILLA ORTUZAR;15;-58.465070210279663;-34.577574572441456
ESTOMBA;2000;220;230000;1045.5;5;5;;;;;;TERRAZA;VILLA URQUIZA;12;-58.469715291370456;-34.572471075305891
ESTOMBA;3900;225;240000;1066.7;5;60;;;;3;SI;BALCON TERRAZA;SAAVEDRA;12;-58.484615579032379;-34.554205822701213
EUCLIDES;4800;45;49900;1108.9;3;40;FRENTE;;;;;;VILLA LURO;10;-58.494309694662455;-34.641019663176571
FALCON, RAMON L.,CNEL.;1600;58;65000;1120.7;0;A ESTRENAR;;;;;;PATIO;CABALLITO;6;-58.449582086498204;-34.624897134716335
FALCON, RAMON L.,CNEL.;1700;60;58000;966.7;3;45;FRENTE;;;;SI;;CABALLITO;6;-58.451598081497117;-34.625801852135126
FALCON, RAMON L.,CNEL.;1900;100;105000;1050.0;3;30;FRENTE;;;;SI;BALCON;FLORES;7;-58.45461342195297;-34.627520605421132
FALCON, RAMON L.,CNEL.;2000;75;65000;866.7;0;0;FRENTE;;;2;SI;PATIO;FLORES;7;-58.456691011209301;-34.628192345536313
FALCON, RAMON L.,CNEL.;2500;78;60000;769.2;3;0;FRENTE;SI;;;SI;BALCON;FLORES;7;-58.463102346300033;-34.630206120857416
FALCON, RAMON L.,CNEL.;2600;62;70000;1129.0;0;6;;;;;;BALCON TERRAZA;FLORES;7;-58.463684442903933;-34.630382029363957
FALCON, RAMON L.,CNEL.;2700;42;42000;1000.0;0;35;;;;;;;FLORES;7;-58.465053303508512;-34.630794966273903
FALCON, RAMON L.,CNEL.;2700;42;39900;950.0;3;0;;;;;;;FLORES;7;-58.465053303508512;-34.630794966273903
FALCON, RAMON L.,CNEL.;3500;42;42000;1000.0;3;0;FRENTE;;;;;PATIO;FLORESTA;10;-58.475117895523979;-34.633536359556878
FALCON, RAMON L.,CNEL.;3600;65;63000;969.2;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;FLORESTA;10;-58.476231247458699;-34.633797214475273
FALCON, RAMON L.,CNEL.;4000;86;83000;965.1;4;5;FRENTE;SI;SI;2;SI;BALCON;FLORESTA;10;-58.481096477106057;-34.634924700349607
FALCON, RAMON L.,CNEL.;4000;61;73000;1196.7;3;0;;;;;;;FLORESTA;10;-58.481096477106057;-34.634924700349607
FALCON, RAMON L.,CNEL.;4044;62;68000;1096.8;3;5;FRENTE;SI;SI;;SI;BALCON TERRAZA;VELEZ SARSFIELD;10;-58.483742956713165;-34.635545037844594
FALCON, RAMON L.,CNEL.;4700;60;42000;700.0;3;35;CONTRAFRENTE;;;;SI;;VELEZ SARSFIELD;10;-58.492324805705657;-34.637652959847181
FALCON, RAMON L.,CNEL.;5400;77;72000;935.1;4;0;FRENTE;;;;;BALCON;VILLA LURO;10;-58.501864829869199;-34.638906863638219
FALCON, RAMON L.,CNEL.;5400;63;57000;904.8;3;3;CONTRAFRENTE;;;;SI;BALCON;VILLA LURO;10;-58.501864829869199;-34.638906863638219
FALCON, RAMON L.,CNEL.;5400;60;52900;881.7;0;40;CONTRAFRENTE;;;;;BALCON;VILLA LURO;10;-58.501864829869199;-34.638906863638219
FALCON, RAMON L.,CNEL.;6200;85;74000;870.6;4;0;;;;;;PATIO;LINIERS;9;-58.514005761603421;-34.640374767427431
FALCON, RAMON L.,CNEL.;7200;50;45000;900.0;3;27;CONTRAFRENTE;;;;SI;PATIO;LINIERS;9;-58.526400797250759;-34.640120849830794
FERNANDEZ DE ENCISO;3600;104;134000;1288.5;0;0;;;SI;;;;VILLA DEVOTO;11;-58.513511642700692;-34.605604346064354
FERNANDEZ DE ENCISO;3600;107;140000;1308.4;0;0;;;SI;;;;VILLA DEVOTO;11;-58.513511642700692;-34.605604346064354
FERNANDEZ DE LA CRUZ, F., G;1000;60;55000;916.7;0;0;;;;;;;NUEVA POMPEYA;4;-58.424620913456629;-34.644165048797518
FERNANDEZ ESPIRO DIEGO;2400;74;60000;810.8;4;0;;;;;SI;;VILLA DEL PARQUE;11;-58.4767819827903;-34.606922273716165
FERRARI;200;84;74000;881.0;3;0;;;;2;;;VILLA CRESPO;15;-58.440011592413889;-34.604510145266055
FIGUEROA ALCORTA, PRES.;3000;580;2100000;3620.7;8;0;FRENTE Y CONTRAFRENTE;SI;SI;3;SI;BALCON TERRAZA;PALERMO;14;-58.398187505475235;-34.580820911257739
FIGUEROA ALCORTA, PRES.;3300;180;350000;1944.4;0;0;;SI;SI;;;;PALERMO;14;-58.403526635574778;-34.57773974299694
FIGUEROA ALCORTA, PRES.;3500;282;550000;1950.4;5;40;;SI;SI;2;SI;BALCON;PALERMO;14;-58.405892539781718;-34.575909084636862
FIGUEROA ALCORTA, PRES.;3500;100;190000;1900.0;0;0;;;;;;;PALERMO;14;-58.405892539781718;-34.575909084636862
FIGUEROA ALCORTA, PRES.;7100;80;95000;1187.5;3;15;;;;;;BALCON;BELGRANO;13;-58.442218510963443;-34.547907562073505
FIGUEROA ALCORTA, PRES.;7100;107;140000;1308.4;4;15;;;;2;;;BELGRANO;13;-58.442218510963443;-34.547907562073505
FIGUEROA, APOLINARIO, Cnel.;200;60;59500;991.7;4;0;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.443521947820187;-34.602759789444548
FIGUEROA, APOLINARIO, Cnel.;300;75;86000;1146.7;3;0;;SI;;;;PATIO;VILLA CRESPO;15;-58.444480400983529;-34.60340951002604
FIGUEROA, APOLINARIO, Cnel.;300;77;93000;1207.8;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.444480400983529;-34.60340951002604
FIGUEROA, APOLINARIO, Cnel.;300;55;67000;1218.2;2;A ESTRENAR;FRENTE;SI;SI;;SI;BALCON;VILLA CRESPO;15;-58.444480400983529;-34.60340951002604
FIGUEROA, APOLINARIO, Cnel.;400;63;80000;1269.8;0;A ESTRENAR;;;SI;;;PATIO;VILLA CRESPO;15;-58.445428945888274;-34.604058761125351
FIGUEROA, APOLINARIO, Cnel.;400;80;92500;1156.3;3;25;CONTRAFRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.445428945888274;-34.604058761125351
FIGUEROA, APOLINARIO, Cnel.;500;60;55000;916.7;3;28;FRENTE;;;;;BALCON;VILLA CRESPO;15;-58.446422946093385;-34.604727930694473
FIGUEROA, APOLINARIO, Cnel.;1200;60;57900;965.0;3;0;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.453941988342812;-34.609783253654975
FINOCHIETTO ENRIQUE DR.;400;68;54900;807.4;0;0;;;;;;;BARRACAS;4;-58.372261545639958;-34.628340645690137
FINOCHIETTO ENRIQUE DR.;900;73;31500;431.5;3;95;;SI;;1;;PATIO;BARRACAS;4;-58.374920413526674;-34.629820240366435
FINOCHIETTO, RICARDO, Dr.;400;64;59500;929.7;0;0;;;;;;BALCON;BARRACAS;4;-58.372261545639958;-34.628340645690137
FITZ ROY;1200;50;49000;980.0;3;0;CONTRAFRENTE;;;;;;CHACARITA;15;-58.441878498835877;-34.588930182924294
FITZ ROY;1400;74;95000;1283.8;3;0;;;;;;;PALERMO;14;-58.440010944258546;-34.587668600362058
FITZ ROY;2400;70;60000;857.1;0;20;;;;;SI;;PALERMO;14;-58.430787816819496;-34.579522390861669
FITZ ROY;2400;72;75000;1041.7;3;50;;;;2;SI;;PALERMO;14;-58.430787816819496;-34.579522390861669
FITZ ROY;2400;76;87500;1151.3;3;30;FRENTE;;;;SI;BALCON;PALERMO;14;-58.430787816819496;-34.579522390861669
FITZ ROY;2476;88;87500;994.3;3;0;;;SI;;;BALCON TERRAZA;PALERMO;14;-58.429491389565584;-34.578388604762459
FLORES, VENANCIO, Gral.;500;50;49600;992.0;0;0;;;;;;;CABALLITO;6;-58.438406640513449;-34.61701689588525
FLORES, VENANCIO, Gral.;3700;81;51800;639.5;3;0;FRENTE;;;;;BALCON;FLORESTA;10;-58.478578736380889;-34.63130265243889
FLORES, VENANCIO, Gral.;3700;75;49900;665.3;3;0;FRENTE;;;;;;FLORESTA;10;-58.478578736380889;-34.63130265243889
FLORES, VENANCIO, Gral.;4200;50;45000;900.0;3;28;FRENTE;;;;SI;BALCON;VELEZ SARSFIELD;10;-58.484744743828443;-34.633190622923976
FLORIDA;900;55;87000;1581.8;2;34;CONTRAFRENTE;;;2;;;RETIRO;1;-58.375564956167722;-34.597506493099623
FLORIDA;1000;143;470000;3286.7;3;70;;SI;;2;SI;;RETIRO;1;-58.375396863958542;-34.596032410846078
FLORIDA;1065;144;435000;3020.8;4;50;;SI;;2;SI;;RETIRO;1;-58.374804096660171;-34.59549182980502
FONROUGE;1700;60;54900;915.0;3;0;;;;;;TERRAZA;MATADEROS;9;-58.496834882495897;-34.653752088295107
FOREST;800;63;60000;952.4;3;30;CONTRAFRENTE;;;;SI;BALCON;CHACARITA;15;-58.454703369014126;-34.584142789923668
FOREST;800;64;60500;945.3;3;18;FRENTE;;;;SI;BALCON;CHACARITA;15;-58.454703369014126;-34.584142789923668
FOREST;1100;50;58000;1160.0;3;0;FRENTE;;;;SI;;CHACARITA;15;-58.457875086874338;-34.58064915797744
FOREST;1500;81;96000;1185.2;3;30;FRENTE;;;;SI;BALCON;COLEGIALES;13;-58.462272391644383;-34.575922369311037
FORMOSA;100;100;83500;835.0;3;45;CONTRAFRENTE;;;;SI;BALCON;ALMAGRO;5;-58.428091143473679;-34.620549840090007
FORMOSA;200;47;43000;914.9;0;0;;;;;;;CABALLITO;6;-58.429547534343641;-34.620669177185981
FORMOSA;500;110;122000;1109.1;4;0;FRENTE;;SI;2;;BALCON;CABALLITO;6;-58.433834197948343;-34.621022691333607
FORMOSA;700;53;58500;1103.8;3;28;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.438681085225475;-34.623129620433168
FRAGATA Pres. SARMIENTO;400;78;80000;1025.6;0;3;;;;;;;CABALLITO;6;-58.450241655088369;-34.618846234080571
FRAGATA Pres. SARMIENTO;400;73;76500;1047.9;3;3;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.450241655088369;-34.618846234080571
FRAGATA Pres. SARMIENTO;600;52;47000;903.8;3;20;CONTRAFRENTE;;;2;;BALCON;CABALLITO;6;-58.451569645648334;-34.616850649615529
FRAGATA Pres. SARMIENTO;1100;69;69900;1013.0;3;A ESTRENAR;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.454879236124441;-34.612054574865518
