CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
FRAGATA Pres. SARMIENTO;1600;86;64000;744.2;3;40;CONTRAFRENTE;;;;SI;BALCON;CABALLITO;6;-58.458687406962063;-34.606649719925535
FRAGATA Pres. SARMIENTO;1600;56;52000;928.6;0;0;;;;;;BALCON;CABALLITO;6;-58.458687406962063;-34.606649719925535
FRAGATA Pres. SARMIENTO;1600;62;59000;951.6;3;25;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.458687406962063;-34.606649719925535
FRAGATA Pres. SARMIENTO;1600;58;55000;948.3;3;30;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.458687406962063;-34.606649719925535
FRAGATA Pres. SARMIENTO;1800;60;62400;1040.0;2;A ESTRENAR;;;SI;1;SI;BALCON;CABALLITO;6;-58.459630625126181;-34.605310709907897
FRAGATA Pres. SARMIENTO;1800;43;45400;1055.8;1;A ESTRENAR;;;SI;1;;BALCON;CABALLITO;6;-58.459630625126181;-34.605310709907897
FRAGUEIRO;600;73;49500;678.1;3;0;;;;;;TERRAZA;VERSALLES;10;-58.526791692169603;-34.632114936219331
FRAGUEIRO;633;46;49500;1076.1;3;15;;;;1;SI;TERRAZA;VERSALLES;10;-58.526970084749074;-34.631497582498298
FRAGUEIRO;633;120;49500;412.5;4;25;;;;;SI;PATIO;VERSALLES;10;-58.526970084749074;-34.631497582498298
FRANCO;3300;106;110000;1037.7;0;0;;;;;;TERRAZA;VILLA PUEYRREDON;12;-58.511697852012439;-34.584837129164555
FRANCO;3300;95;98500;1036.8;4;0;;;SI;;;;VILLA PUEYRREDON;12;-58.511697852012439;-34.584837129164555
FRANCO;3300;72;69000;958.3;3;0;;;;2;;;VILLA PUEYRREDON;12;-58.511697852012439;-34.584837129164555
FRANCO;3300;100;75000;750.0;3;0;;;;2;;;VILLA PUEYRREDON;12;-58.511697852012439;-34.584837129164555
FRANKLIN;600;70;64900;927.1;3;30;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.44007939474541;-34.607877017583995
FRANKLIN;800;50;79000;1580.0;3;A ESTRENAR;;;;2;SI;BALCON TERRAZA;CABALLITO;6;-58.443444462899855;-34.608474134189059
FRANKLIN;900;68;69900;1027.9;3;6;FRENTE;;;;;BALCON;CABALLITO;6;-58.446239126959824;-34.609513501124816
FRANKLIN;900;65;69900;1075.4;3;6;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.446239126959824;-34.609513501124816
FRANKLIN;1500;47;51500;1095.7;3;35;;;;;;;CABALLITO;6;-58.454231001304755;-34.612695949081399
FRANKLIN;1900;55;58000;1054.5;3;0;;;;;SI;BALCON;FLORES;7;-58.460388095696949;-34.615040709504186
FRANKLIN;1900;54;58000;1074.1;3;25;FRENTE;;;;SI;BALCON;FLORES;7;-58.460388095696949;-34.615040709504186
FRAY CAYETANO RODRIGUEZ;100;75;69500;926.7;3;50;FRENTE;;;;;BALCON;FLORES;7;-58.462569716381694;-34.628782773756015
FRAY CAYETANO RODRIGUEZ;300;73;57500;787.7;0;0;FRENTE;;;;;BALCON TERRAZA;FLORES;7;-58.46328409456585;-34.626965473976597
FRAY CAYETANO RODRIGUEZ;300;54;48000;888.9;3;20;CONTRAFRENTE;;;;SI;BALCON;FLORES;7;-58.46328409456585;-34.626965473976597
FRAY CAYETANO RODRIGUEZ;300;64;47000;734.4;3;0;;;;;;;FLORES;7;-58.46328409456585;-34.626965473976597
FRAY CAYETANO RODRIGUEZ;400;62;46000;741.9;3;0;;;;2;SI;PATIO;FLORES;7;-58.463553815087252;-34.626357705520356
FRAY CAYETANO RODRIGUEZ;800;62;59000;951.6;3;20;FRENTE;;;;SI;BALCON;FLORES;7;-58.465856984744107;-34.622059253728231
FRAY JUSTO SANTAMARIA DE OR;1800;57;69900;1226.3;3;0;FRENTE;;;;;BALCON;PALERMO;14;-58.430922658820108;-34.58680750960032
FRAY JUSTO SANTAMARIA DE OR;2200;92;128900;1401.1;3;A ESTRENAR;CONTRAFRENTE;;;2;SI;BALCON;PALERMO;14;-58.42794673873027;-34.583494126024483
FRAY JUSTO SANTAMARIA DE OR;2300;66;86500;1310.6;4;0;FRENTE;;;;;;PALERMO;14;-58.427025856343228;-34.582465504508278
FRAY JUSTO SANTAMARIA DE OR;2300;74;85900;1160.8;4;0;;;;;;;PALERMO;14;-58.427025856343228;-34.582465504508278
FRAY JUSTO SANTAMARIA DE OR;2300;75;87000;1160.0;3;0;FRENTE;;;;;;PALERMO;14;-58.427025856343228;-34.582465504508278
FRAY JUSTO SANTAMARIA DE OR;2469;45;51500;1144.4;2;15;;;;1;;;PALERMO;14;-58.425173510507818;-34.57994684692828
FRAY JUSTO SANTAMARIA DE OR;2500;79;93000;1177.2;4;0;FRENTE;;;;;BALCON;PALERMO;14;-58.425183619671415;-34.580411942961447
FRAY JUSTO SANTAMARIA DE OR;2600;75;108750;1450.0;3;A ESTRENAR;CONTRAFRENTE;;;2;SI;BALCON;PALERMO;14;-58.424162587567658;-34.579281324639091
FRAY JUSTO SANTAMARIA DE OR;2700;143;285000;1993.0;6;0;;;SI;2;SI;BALCON;PALERMO;14;-58.423272374389789;-34.578316701391344
FRAY JUSTO SANTAMARIA DE OR;2700;80;88000;1100.0;3;0;FRENTE;;;2;SI;BALCON;PALERMO;14;-58.423272374389789;-34.578316701391344
FRAY JUSTO SANTAMARIA DE OR;2835;145;392000;2703.4;3;A ESTRENAR;;;SI;2;;BALCON TERRAZA;PALERMO;14;-58.420949595126061;-34.575248165904199
FRAY JUSTO SANTAMARIA DE OR;3000;180;290000;1611.1;5;20;FRENTE;SI;SI;3;SI;BALCON;PALERMO;14;-58.420433240762122;-34.575043999755572
FRAY JUSTO SANTAMARIA DE OR;3000;68;118500;1742.6;3;0;;;;2;;;PALERMO;14;-58.420433240762122;-34.575043999755572
FRAY LUIS BELTRAN;200;49;55000;1122.4;3;0;FRENTE;;;;SI;BALCON;FLORES;7;-58.458506270594377;-34.625508269361454
FREIRE, RAMON, CAP. GRAL.;1200;75;87000;1160.0;3;A ESTRENAR;FRENTE Y CONTRAFRENTE;;;1;SI;BALCON TERRAZA;COLEGIALES;13;-58.45517068203948;-34.574125221370984
FREIRE, RAMON, CAP. GRAL.;2100;80;130000;1625.0;0;A ESTRENAR;;;SI;;;BALCON TERRAZA;BELGRANO;13;-58.464516987653305;-34.566690820269493
FREIRE, RAMON, CAP. GRAL.;2140;74;88000;1189.2;3;23;;SI;SI;2;SI;BALCON;BELGRANO;13;-58.464854803997277;-34.566300754716153
FREIRE, RAMON, CAP. GRAL.;2300;66;72000;1090.9;3;45;CONTRAFRENTE;;;;;BALCON;BELGRANO;13;-58.466129783297475;-34.564828817511135
FREIRE, RAMON, CAP. GRAL.;2300;69;110000;1594.2;3;7;CONTRAFRENTE;;;;;BALCON;BELGRANO;13;-58.466129783297475;-34.564828817511135
FREIRE, RAMON, CAP. GRAL.;2800;70;83000;1185.7;3;6;FRENTE;;;;;TERRAZA;COGHLAN;12;-58.469529891213824;-34.560305022814944
FREIRE, RAMON, CAP. GRAL.;3100;52;58500;1125.0;1;4;;;SI;1;SI;BALCON;COGHLAN;12;-58.472005873553812;-34.557701847069794
FREIRE, RAMON, CAP. GRAL.;3200;62;79000;1274.2;3;A ESTRENAR;;;SI;1;;;COGHLAN;12;-58.47286427829485;-34.556928842122311
FREIRE, RAMON, CAP. GRAL.;3200;36;46000;1277.8;2;0;;;SI;1;;;COGHLAN;12;-58.47286427829485;-34.556928842122311
FREIRE, RAMON, CAP. GRAL.;3500;72;73000;1013.9;4;0;FRENTE;SI;SI;1;SI;;COGHLAN;12;-58.475299885356023;-34.55451468353273
FRENCH;2700;60;95000;1583.3;3;25;CONTRAFRENTE;;;;SI;;RECOLETA;2;-58.400816059432714;-34.589754804867134
FRENCH;2900;58;77500;1336.2;0;0;;;;1;SI;;RECOLETA;2;-58.402964702714378;-34.588503072113589
FRENCH;2900;57;77500;1359.6;3;38;CONTRAFRENTE;;;;SI;BALCON;RECOLETA;2;-58.402964702714378;-34.588503072113589
FRENCH;3600;58;120000;2069.0;3;1;CONTRAFRENTE;;;;;BALCON;PALERMO;14;-58.410613372833183;-34.583779947736815
FRENCH;3600;110;149000;1354.5;3;0;;;;;;;PALERMO;14;-58.410613372833183;-34.583779947736815
FRIAS,  EUSTAQUIO, TTE. GRA;200;55;48500;881.8;0;0;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.436844080155851;-34.603971244962864
FRIAS,  EUSTAQUIO, TTE. GRA;200;52;52000;1000.0;3;25;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.436844080155851;-34.603971244962864
FRIAS,  EUSTAQUIO, TTE. GRA;200;43;45000;1046.5;2;18;;;;1;SI;;VILLA CRESPO;15;-58.436844080155851;-34.603971244962864
GAINZA, MARTIN DE, GRAL.;100;55;62000;1127.3;3;22;CONTRAFRENTE;;;;SI;BALCON;CABALLITO;6;-58.445871297446914;-34.620982591120153
GAINZA, MARTIN DE, GRAL.;100;77;81500;1058.4;3;0;;;;;;;CABALLITO;6;-58.445871297446914;-34.620982591120153
GAINZA, MARTIN DE, GRAL.;500;54;57000;1055.6;3;30;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.446519810093299;-34.616573258795725
GALICIA;700;55;56800;1032.7;2;A ESTRENAR;;;SI;1;SI;BALCON TERRAZA;VILLA CRESPO;15;-58.44974268120648;-34.604518217270488
GALICIA;700;75;77700;1036.0;3;A ESTRENAR;;;SI;1;SI;BALCON TERRAZA;VILLA CRESPO;15;-58.44974268120648;-34.604518217270488
GALICIA;700;69;65000;942.0;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.44974268120648;-34.604518217270488
GALICIA;1200;60;65000;1083.3;3;29;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.454562760315476;-34.607696301855995
GALILEO;2400;560;840000;1500.0;7;80;FRENTE Y CONTRAFRENTE;;;2;SI;BALCON TERRAZA;RECOLETA;2;-58.398342961661285;-34.585646671523214
GALLARDO, ANGEL;100;110;114900;1044.5;0;0;;;;;;;CABALLITO;6;-58.433768638903508;-34.603045366108283
GALLARDO, ANGEL;100;73;72000;986.3;3;0;;;;;;;CABALLITO;6;-58.433768638903508;-34.603045366108283
GALLARDO, ANGEL;200;64;64000;1000.0;0;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.435055889326982;-34.603686537341979
GALLARDO, ANGEL;200;62;83000;1338.7;3;4;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.435055889326982;-34.603686537341979
GALLARDO, ANGEL;200;63;53000;841.3;3;45;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.435055889326982;-34.603686537341979
GALLARDO, ANGEL;500;82;79900;974.4;4;0;;;;;;;CABALLITO;6;-58.43786937601805;-34.605064725401441
GALLARDO, ANGEL;600;75;74900;998.7;0;0;;;;;;;CABALLITO;6;-58.439085386473749;-34.605682469212674
GALLARDO, ANGEL;700;80;69900;873.8;4;0;CONTRAFRENTE;;;;;PATIO;CABALLITO;6;-58.440068694791982;-34.605963036477341
GALLARDO, ANGEL;900;90;92000;1022.2;4;0;;;SI;;;;CABALLITO;6;-58.442926784084534;-34.606740229246441
GALLO;1400;72;87000;1208.3;0;0;;;;;;;RECOLETA;2;-58.410494508578743;-34.593902240988491
GALLO;1427;80;87000;1087.5;3;0;FRENTE;;;;;BALCON;RECOLETA;2;-58.410026309137784;-34.593706882436251
GALLO;1500;70;79000;1128.6;0;0;FRENTE;;;;SI;BALCON;RECOLETA;2;-58.409860696997093;-34.592759539772267
GALLO;1661;100;115000;1150.0;0;0;FRENTE;;;;;;RECOLETA;2;-58.408287093014053;-34.591301738730401
GALLO, DELFIN;5700;75;55000;733.3;3;0;;SI;;;;;VILLA LUGANO;8;-58.476544473505051;-34.677579061719165
GALVAN;2900;60;55500;925.0;0;0;;;;;;;VILLA URQUIZA;12;-58.486194508005958;-34.568563392107301
GAONA;1300;82;73000;890.2;3;30;;;;2;SI;;CABALLITO;6;-58.447705641854405;-34.608402625700286
GAONA;1800;57;52000;912.3;3;45;CONTRAFRENTE;;;;SI;;CABALLITO;6;-58.453415690537817;-34.611460313682464
GAONA;2000;115;105000;913.0;4;0;FRENTE;;;2;;BALCON;CABALLITO;6;-58.455814672645445;-34.612568530887721
GAONA;2000;48;45500;947.9;3;25;FRENTE;;;;;BALCON;CABALLITO;6;-58.455814672645445;-34.612568530887721
GAONA;2300;72;68000;944.4;3;35;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.459373671215381;-34.614006064691552
GAONA;2500;78;59500;762.8;3;0;FRENTE;;;;SI;BALCON;FLORES;7;-58.461767465983264;-34.614908645069193
GAONA;2600;48;56500;1177.1;3;0;FRENTE;;;;;;FLORES;7;-58.462933510704929;-34.615345451722106
GAONA;2700;71;62000;873.2;3;0;CONTRAFRENTE;;;;;BALCON;FLORES;7;-58.464302375370174;-34.615850715091412
GAONA;2700;59;51000;864.4;3;27;FRENTE;;;;SI;;FLORES;7;-58.464302375370174;-34.615850715091412
GAONA;2800;100;80500;805.0;4;0;FRENTE;;;2;;BALCON;FLORES;7;-58.465598157714091;-34.616399682086545
GAONA;3500;60;65000;1083.3;3;0;FRENTE;;;;SI;BALCON TERRAZA;FLORES;7;-58.474071561277619;-34.620595895339441
GAONA;3600;85;62000;729.4;3;20;FRENTE;;;;;BALCON;FLORES;7;-58.475752569458137;-34.621314568309678
GAONA;3800;78;59000;756.4;3;0;FRENTE;;;2;;BALCON;VILLA SANTA RITA;11;-58.478096110670251;-34.622374747116837
GAONA;3800;45;45000;1000.0;0;0;;;;;;;VILLA SANTA RITA;11;-58.478096110670251;-34.622374747116837
GARAY, JUAN DE;220;55;56900;1034.5;3;5;FRENTE;;SI;;SI;BALCON;SAN TELMO;1;-58.368386982436945;-34.624216592729375
GARAY, JUAN DE;700;50;52000;1040.0;3;0;CONTRAFRENTE;;;;;BALCON;SAN TELMO;1;-58.375418567114494;-34.624695155874555
GARAY, JUAN DE;800;70;67900;970.0;3;50;CONTRAFRENTE;;;2;;;SAN TELMO;1;-58.376643042414109;-34.625220359503537
GARAY, JUAN DE;800;53;50000;943.4;0;0;CONTRAFRENTE;;;;;;SAN TELMO;1;-58.376643042414109;-34.625220359503537
GARAY, JUAN DE;1200;72;52000;722.2;4;0;FRENTE;;;;;;CONSTITUCION;1;-58.382819142403633;-34.627094207549966
GARAY, JUAN DE;1200;70;48000;685.7;3;0;;;;;SI;BALCON;CONSTITUCION;1;-58.382819142403633;-34.627094207549966
GARAY, JUAN DE;1700;58;48000;827.6;3;8;;;;;SI;BALCON;CONSTITUCION;1;-58.389425592384107;-34.627342705746301
GARAY, JUAN DE;1800;140;59000;421.4;5;0;;;;2;;BALCON;CONSTITUCION;1;-58.391142026981527;-34.627387604447101
GARAY, JUAN DE;2200;90;78000;866.7;3;5;;;SI;;;;PARQUE PATRICIOS;4;-58.395284840124397;-34.627956799989541
GARAY, JUAN DE;2200;97;87000;896.9;3;0;;;SI;;;BALCON TERRAZA;PARQUE PATRICIOS;4;-58.395284840124397;-34.627956799989541
GARAY, JUAN DE;2600;70;57000;814.3;0;0;;;;;;TERRAZA;PARQUE PATRICIOS;4;-58.401072324022834;-34.628826498466211
GARAY, JUAN DE;4300;47;45000;957.4;3;0;FRENTE;;;;SI;BALCON;BOEDO;5;-58.424162478006046;-34.63237048640746
GARCIA DEL RIO;2600;114;180000;1578.9;0;0;;;SI;;;;SAAVEDRA;12;-58.470470137183511;-34.548789463166742
GARCIA DEL RIO;2600;46;71500;1554.3;2;A ESTRENAR;;;;1;SI;BALCON TERRAZA;SAAVEDRA;12;-58.470470137183511;-34.548789463166742
GARCIA DEL RIO;2600;183;340000;1857.9;6;0;;;SI;2;SI;BALCON TERRAZA;SAAVEDRA;12;-58.470470137183511;-34.548789463166742
GARCIA DEL RIO;3900;67;65000;970.1;3;23;CONTRAFRENTE;;;;SI;BALCON;SAAVEDRA;12;-58.482745140362525;-34.553042351045207
GARCIA DEL RIO;3900;60;65000;1083.3;3;23;CONTRAFRENTE;;;;SI;BALCON;SAAVEDRA;12;-58.482745140362525;-34.553042351045207
GARCIA DEL RIO;4000;48;55000;1145.8;3;0;;;;;SI;PATIO;SAAVEDRA;12;-58.483671094561515;-34.553529971099401
GARCIA DEL RIO;4000;57;58000;1017.5;3;30;FRENTE;;;;SI;BALCON;SAAVEDRA;12;-58.483671094561515;-34.553529971099401
GARCIA DEL RIO;4026;31;40000;1290.3;2;35;CONTRAFRENTE;;;1;SI;BALCON TERRAZA;SAAVEDRA;12;-58.485222725309299;-34.554350939800038
GARCIA GRANDE DE ZEQUEIRA,;6700;90;65000;722.2;4;0;FRENTE;;SI;;SI;PATIO;MATADEROS;9;-58.509773182496367;-34.654763626687242
GARCIA LORCA, FEDERICO;100;60;67500;1125.0;3;A ESTRENAR;;;;;;;CABALLITO;6;-58.445044954206047;-34.620568448717137
GARCIA LORCA, FEDERICO;400;78;86000;1102.6;3;A ESTRENAR;FRENTE;;;;;BALCON;CABALLITO;6;-58.445776319789218;-34.617367387653651
GARCIA, JUAN AGUSTIN;1800;85;45000;529.4;0;0;;;;;;PATIO;VILLA GRAL. MITRE;11;-58.466963190483497;-34.602785609678023
GARCIA, JUAN AGUSTIN;1800;73;56000;767.1;3;50;FRENTE;;;;SI;BALCON;VILLA GRAL. MITRE;11;-58.466963190483497;-34.602785609678023
GARCIA, JUAN AGUSTIN;2200;56;55000;982.1;3;30;FRENTE;;;;SI;BALCON;VILLA GRAL. MITRE;11;-58.472552960446592;-34.605186711272651
GARCIA, JUAN AGUSTIN;2800;65;80000;1230.8;0;5;;;SI;;SI;;VILLA SANTA RITA;11;-58.479756093030666;-34.608947733060276
GARCIA, JUAN AGUSTIN;5100;65;72000;1107.7;3;A ESTRENAR;;;;;;;MONTE CASTRO;10;-58.503644479002737;-34.623970954327682
GARCIA, JUAN AGUSTIN;5100;56;57000;1017.9;3;A ESTRENAR;;;;;SI;;MONTE CASTRO;10;-58.503644479002737;-34.623970954327682
GARCIA, JUAN AGUSTIN;5100;55;60000;1090.9;0;A ESTRENAR;FRENTE;;;;SI;PATIO;MONTE CASTRO;10;-58.503644479002737;-34.623970954327682
GARCIA, JUAN AGUSTIN;5100;65;77000;1184.6;3;A ESTRENAR;;;;;;;MONTE CASTRO;10;-58.503644479002737;-34.623970954327682
GARCIA, JUAN AGUSTIN;5600;70;85000;1214.3;3;A ESTRENAR;CONTRAFRENTE;;;;SI;;VILLA LURO;10;-58.509749946712937;-34.62955706331514
GARCIA, JUAN AGUSTIN;5600;58;78000;1344.8;3;A ESTRENAR;CONTRAFRENTE;;;;SI;;VILLA LURO;10;-58.509749946712937;-34.62955706331514
GARCIA, JUAN AGUSTIN;5600;64;65000;1015.6;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA LURO;10;-58.509749946712937;-34.62955706331514
GARCIA, MARTIN;400;72;79000;1097.2;3;0;CONTRAFRENTE;;;2;SI;;BOCA;4;-58.370527126447982;-34.629574936165191
GARCIA, MARTIN;400;70;62000;885.7;4;0;CONTRAFRENTE;;;;;;BOCA;4;-58.370527126447982;-34.629574936165191
GARCIA, MARTIN;500;70;67000;957.1;0;0;;;;;;;BARRACAS;4;-58.371519327383851;-34.630591160184593
GARCIA, MARTIN;500;71;54000;760.6;0;0;;;;;;;BARRACAS;4;-58.371519327383851;-34.630591160184593
GARCIA, MARTIN;500;57;56000;982.5;3;0;;;;;;;BARRACAS;4;-58.371519327383851;-34.630591160184593
GARCIA, MARTIN;500;54;53000;981.5;3;0;;;;;;;BARRACAS;4;-58.371519327383851;-34.630591160184593
GARCIA, MARTIN;700;61;72000;1180.3;0;0;;;;;;;BARRACAS;4;-58.37330857409804;-34.632455027066847
GARCIA, TEODORO;1700;76;93000;1223.7;3;0;FRENTE;;;2;SI;BALCON TERRAZA;PALERMO;14;-58.439708239893434;-34.563112564404435
GARCIA, TEODORO;1700;55;89500;1627.3;3;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.439708239893434;-34.563112564404435
GARCIA, TEODORO;1746;90;159000;1766.7;0;1;FRENTE;;SI;;;BALCON;PALERMO;14;-58.440055121384169;-34.563508939794218
GARCIA, TEODORO;1900;107;140000;1308.4;3;0;;;;;SI;;PALERMO;14;-58.441122252432635;-34.564674654620411
GARCIA, TEODORO;2100;165;280000;1697.0;0;0;;;SI;;;;PALERMO;14;-58.442900823755174;-34.56669052976028
GARCIA, TEODORO;2300;68;96600;1420.6;3;A ESTRENAR;;;;1;SI;;PALERMO;14;-58.444310455502993;-34.568278954530655
GARCIA, TEODORO;2300;110;185000;1681.8;4;0;;;SI;3;;;PALERMO;14;-58.444310455502993;-34.568278954530655
GARCIA, TEODORO;2400;47;59000;1255.3;3;28;;;;1;SI;;PALERMO;14;-58.445544116735519;-34.569598766921331
GARCIA, TEODORO;2400;70;87000;1242.9;3;23;;;SI;1;SI;;PALERMO;14;-58.445544116735519;-34.569598766921331
GARCIA, TEODORO;2400;57;65000;1140.4;0;0;FRENTE;;;;;;PALERMO;14;-58.445544116735519;-34.569598766921331
GARCIA, TEODORO;2400;67;97000;1447.8;4;0;;;SI;;;PATIO;PALERMO;14;-58.445544116735519;-34.569598766921331
GARCIA, TEODORO;2550;47;69000;1468.1;2;22;CONTRAFRENTE;;;1;SI;;COLEGIALES;13;-58.446290024621824;-34.570759024077411
GARCIA, TEODORO;2800;83;69000;831.3;4;0;FRENTE;;;2;SI;;COLEGIALES;13;-58.447408427129709;-34.572466155136524
GARCIA, TEODORO;2800;82;79000;963.4;4;0;;;SI;2;;;COLEGIALES;13;-58.447408427129709;-34.572466155136524
GARCIA, TEODORO;2800;71;89500;1260.6;3;0;CONTRAFRENTE;;;2;;;COLEGIALES;13;-58.447408427129709;-34.572466155136524
GARCIA, TEODORO;2800;47;48000;1021.3;3;49;FRENTE;;;;;;COLEGIALES;13;-58.447408427129709;-34.572466155136524
GARCIA, TEODORO;2900;59;57000;966.1;3;0;FRENTE;;;;;BALCON;COLEGIALES;13;-58.448733468863637;-34.574292120926835
GARCIA, TEODORO;3000;70;70000;1000.0;3;0;FRENTE;;;;;BALCON;COLEGIALES;13;-58.449375324600808;-34.575501772962284
GARCIA, TEODORO;3814;103;75000;728.2;0;0;FRENTE;;;2;;BALCON;CHACARITA;15;-58.453953243483681;-34.58314867615784
GARCIA, TEODORO;3900;56;56000;1000.0;3;0;;;;;;BALCON;CHACARITA;15;-58.454425880475007;-34.58388976957108
GASCON;100;85;63000;741.2;0;0;;;;;;TERRAZA;ALMAGRO;5;-58.424365329684235;-34.611651134514794
GASCON;100;60;65000;1083.3;3;0;;;;;SI;;ALMAGRO;5;-58.424365329684235;-34.611651134514794
GASCON;100;90;77000;855.6;3;30;FRENTE;;;;;;ALMAGRO;5;-58.424365329684235;-34.611651134514794
GASCON;200;71;99000;1394.4;3;8;;;SI;2;SI;BALCON TERRAZA;ALMAGRO;5;-58.424725951212174;-34.610123473543588
GASCON;500;55;67000;1218.2;3;A ESTRENAR;;;;2;;;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;81;91000;1123.5;0;A ESTRENAR;;;;;;PATIO;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;80;99000;1237.5;3;A ESTRENAR;;;;2;;TERRAZA;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;65;67000;1030.8;3;A ESTRENAR;CONTRAFRENTE;;;;SI;;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;28;37900;1353.6;2;25;;;;;SI;BALCON;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;80;72000;900.0;3;A ESTRENAR;;;;;SI;;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;60;57900;965.0;3;A ESTRENAR;;;;;SI;BALCON;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;500;72;72900;1012.5;3;A ESTRENAR;;;;;SI;;ALMAGRO;5;-58.424714925712962;-34.605948476695922
GASCON;600;62;87000;1403.2;3;7;FRENTE;;;2;SI;BALCON;ALMAGRO;5;-58.424507238185001;-34.604516397989272
GASCON;600;65;81900;1260.0;3;5;FRENTE;;;;SI;;ALMAGRO;5;-58.424507238185001;-34.604516397989272
GASCON;600;65;85000;1307.7;3;5;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.424507238185001;-34.604516397989272
GASCON;600;56;87000;1553.6;3;8;FRENTE;SI;SI;;SI;BALCON;ALMAGRO;5;-58.424507238185001;-34.604516397989272
GASCON;600;98;96000;979.6;3;0;;;;;;;ALMAGRO;5;-58.424507238185001;-34.604516397989272
GASCON;700;115;89000;773.9;3;33;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.424265991191078;-34.602851177736717
GASCON;700;59;83400;1413.6;3;A ESTRENAR;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.424265991191078;-34.602851177736717
GASCON;700;72;80000;1111.1;3;A ESTRENAR;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.424265991191078;-34.602851177736717
GASCON;1000;110;95000;863.6;5;0;FRENTE;;;2;SI;BALCON TERRAZA;ALMAGRO;5;-58.423739894980002;-34.599132762032241
GASCON;1245;70;70000;1000.0;3;23;CONTRAFRENTE;SI;;2;;BALCON;PALERMO;14;-58.422920578214843;-34.595884675631631
GASCON;1300;56;58500;1044.6;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.42317547542261;-34.595307830337028
GASCON;1300;55;58500;1063.6;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.42317547542261;-34.595307830337028
GASCON;1639;117;67000;572.6;0;0;FRENTE;;;;;BALCON TERRAZA;PALERMO;14;-58.422324799699965;-34.591239407007691
GAVILAN;100;63;50000;793.7;3;55;CONTRAFRENTE;;;;SI;;FLORES;7;-58.459723469070788;-34.62787336159078
GAVILAN;300;61;58000;950.8;3;0;;;;;;;FLORES;7;-58.460633320425842;-34.626211942760769
GAVILAN;400;60;53000;883.3;3;35;;;;;SI;;FLORES;7;-58.460972042118982;-34.625526130607227
GAVILAN;900;57;58000;1017.5;3;0;;;;;;;FLORES;7;-58.463628139495363;-34.620125501969596
GAVILAN;900;70;66900;955.7;4;0;;;SI;2;SI;;FLORES;7;-58.463628139495363;-34.620125501969596
GAVILAN;900;68;65500;963.2;4;15;FRENTE;;;;;;FLORES;7;-58.463628139495363;-34.620125501969596
GAVILAN;1600;42;38000;904.8;2;35;;;;1;SI;;VILLA GRAL. MITRE;11;-58.468044198498802;-34.612905122221818
GELLY;3400;52;88000;1692.3;3;17;CONTRAFRENTE;;;;SI;BALCON;PALERMO;14;-58.404542365554015;-34.577312631312608
GELLY;3400;90;137000;1522.2;4;0;FRENTE;;SI;2;;BALCON;PALERMO;14;-58.404542365554015;-34.577312631312608
GELLY Y OBES, GRAL.;2200;220;430000;1954.5;5;30;;SI;SI;2;SI;BALCON;RECOLETA;2;-58.397108568513254;-34.586757427189774
GIRIBONE;600;54;46500;861.1;3;0;;;;;;;CHACARITA;15;-58.451718402668185;-34.581701048526142
GIRIBONE;650;46;51900;1128.3;2;0;CONTRAFRENTE;;;;;;CHACARITA;15;-58.452385246715302;-34.581618412110551
GIRIBONE;1000;69;59000;855.1;3;32;;;;;;BALCON;CHACARITA;15;-58.456612695846502;-34.580243079133417
GIRIBONE;1500;78;92000;1179.5;3;10;FRENTE;;;;;PATIO;VILLA ORTUZAR;15;-58.463220275816852;-34.579723143695333
